environment,genotype,block,value,trait,trait_label
LN2023,Fm589,1,109,dtf,Days to flowering
LN2023,Fm589,2,104,dtf,Days to flowering
LN2023,Fm589,3,109,dtf,Days to flowering
LN2023,Fm590,1,88,dtf,Days to flowering
LN2023,Fm590,2,88,dtf,Days to flowering
LN2023,Fm590,3,90,dtf,Days to flowering
LN2023,Fm592,1,90,dtf,Days to flowering
LN2023,Fm592,2,91,dtf,Days to flowering
LN2023,Fm592,3,94,dtf,Days to flowering
LN2023,Fm595,1,162,dtf,Days to flowering
LN2023,Fm595,2,159,dtf,Days to flowering
LN2023,Fm595,3,163,dtf,Days to flowering
LN2023,Fm597,1,137,dtf,Days to flowering
LN2023,Fm597,2,139,dtf,Days to flowering
LN2023,Fm597,3,154,dtf,Days to flowering
LN2023,Fm599,1,153,dtf,Days to flowering
LN2023,Fm599,2,139,dtf,Days to flowering
LN2023,Fm599,3,139,dtf,Days to flowering
LN2023,Fm600,1,121,dtf,Days to flowering
LN2023,Fm600,2,122,dtf,Days to flowering
LN2023,Fm600,3,127,dtf,Days to flowering
LN2023,Fm601,1,136,dtf,Days to flowering
LN2023,Fm601,2,140,dtf,Days to flowering
LN2023,Fm601,3,138,dtf,Days to flowering
LN2023,Fm603,1,93,dtf,Days to flowering
LN2023,Fm603,2,94,dtf,Days to flowering
LN2023,Fm603,3,92,dtf,Days to flowering
LN2023,Fm609,1,84,dtf,Days to flowering
LN2023,Fm609,2,85,dtf,Days to flowering
LN2023,Fm609,3,84,dtf,Days to flowering
LN2023,Fm610,1,113,dtf,Days to flowering
LN2023,Fm610,2,114,dtf,Days to flowering
LN2023,Fm610,3,116,dtf,Days to flowering
LN2023,Fm611,1,107,dtf,Days to flowering
LN2023,Fm611,2,111,dtf,Days to flowering
LN2023,Fm611,3,109,dtf,Days to flowering
LN2023,Fm612,1,104,dtf,Days to flowering
LN2023,Fm612,2,110,dtf,Days to flowering
LN2023,Fm612,3,109,dtf,Days to flowering
LN2023,Fm614,1,128,dtf,Days to flowering
LN2023,Fm614,2,129,dtf,Days to flowering
LN2023,Fm614,3,135,dtf,Days to flowering
LN2023,Fm615,1,108,dtf,Days to flowering
LN2023,Fm615,2,108,dtf,Days to flowering
LN2023,Fm615,3,109,dtf,Days to flowering
LN2023,Fm616,1,107,dtf,Days to flowering
LN2023,Fm616,2,106,dtf,Days to flowering
LN2023,Fm616,3,107,dtf,Days to flowering
LN2023,Fm620,1,91,dtf,Days to flowering
LN2023,Fm620,2,90,dtf,Days to flowering
LN2023,Fm620,3,94,dtf,Days to flowering
LN2023,Fm621,1,102,dtf,Days to flowering
LN2023,Fm621,2,106,dtf,Days to flowering
LN2023,Fm621,3,103,dtf,Days to flowering
LN2023,Fm63,1,162,dtf,Days to flowering
LN2023,Fm63,2,162,dtf,Days to flowering
LN2023,Fm63,3,154,dtf,Days to flowering
LN2023,Fm65,1,122,dtf,Days to flowering
LN2023,Fm65,2,128,dtf,Days to flowering
LN2023,Fm65,3,127,dtf,Days to flowering
LN2023,Fm74,1,154,dtf,Days to flowering
LN2023,Fm74,2,162,dtf,Days to flowering
LN2023,Fm74,3,160,dtf,Days to flowering
LN2023,Fm78,1,128,dtf,Days to flowering
LN2023,Fm78,2,137,dtf,Days to flowering
LN2023,Fm78,3,137,dtf,Days to flowering
LN2023,Fm79,1,141,dtf,Days to flowering
LN2023,Fm79,2,153,dtf,Days to flowering
LN2023,Fm79,3,143,dtf,Days to flowering
LN2023,Fm81,1,141,dtf,Days to flowering
LN2023,Fm81,2,137,dtf,Days to flowering
LN2023,Fm81,3,139,dtf,Days to flowering
LN2023,Fm83,1,140,dtf,Days to flowering
LN2023,Fm83,2,143,dtf,Days to flowering
LN2023,Fm83,3,153,dtf,Days to flowering
LN2023,Fm84,1,154,dtf,Days to flowering
LN2023,Fm84,2,160,dtf,Days to flowering
LN2023,Fm84,3,151,dtf,Days to flowering
LN2023,Fm86,1,140,dtf,Days to flowering
LN2023,Fm86,2,153,dtf,Days to flowering
LN2023,Fm86,3,143,dtf,Days to flowering
LN2023,Fm87,1,151,dtf,Days to flowering
LN2023,Fm87,2,160,dtf,Days to flowering
LN2023,Fm87,3,160,dtf,Days to flowering
LN2023,Fm88,1,137,dtf,Days to flowering
LN2023,Fm88,2,142,dtf,Days to flowering
LN2023,Fm88,3,143,dtf,Days to flowering
LN2023,Fm91,1,160,dtf,Days to flowering
LN2023,Fm91,2,160,dtf,Days to flowering
LN2023,Fm91,3,150,dtf,Days to flowering
LN2023,Fm96,1,154,dtf,Days to flowering
LN2023,Fm96,2,160,dtf,Days to flowering
LN2023,Fm96,3,154,dtf,Days to flowering
LN2023,Fm97,1,141,dtf,Days to flowering
LN2023,Fm97,2,139,dtf,Days to flowering
LN2023,Fm97,3,139,dtf,Days to flowering
LN2023,Fm104,1,85,height_cm,Plant height (cm)
LN2023,Fm104,2,96,height_cm,Plant height (cm)
LN2023,Fm104,3,85,height_cm,Plant height (cm)
LN2023,Fm112,1,115,height_cm,Plant height (cm)
LN2023,Fm112,2,106,height_cm,Plant height (cm)
LN2023,Fm112,3,120,height_cm,Plant height (cm)
LN2023,Fm113,1,113,height_cm,Plant height (cm)
LN2023,Fm113,2,116,height_cm,Plant height (cm)
LN2023,Fm113,3,118,height_cm,Plant height (cm)
LN2023,Fm119,1,113,height_cm,Plant height (cm)
LN2023,Fm119,2,115,height_cm,Plant height (cm)
LN2023,Fm119,3,127,height_cm,Plant height (cm)
LN2023,Fm12,1,118,height_cm,Plant height (cm)
LN2023,Fm12,2,128,height_cm,Plant height (cm)
LN2023,Fm12,3,128,height_cm,Plant height (cm)
LN2023,Fm13,1,118,height_cm,Plant height (cm)
LN2023,Fm13,2,124,height_cm,Plant height (cm)
LN2023,Fm13,3,140,height_cm,Plant height (cm)
LN2023,Fm131,1,115,height_cm,Plant height (cm)
LN2023,Fm131,2,97,height_cm,Plant height (cm)
LN2023,Fm131,3,110,height_cm,Plant height (cm)
LN2023,Fm132,1,130,height_cm,Plant height (cm)
LN2023,Fm132,2,134,height_cm,Plant height (cm)
LN2023,Fm132,3,129,height_cm,Plant height (cm)
LN2023,Fm134,1,117,height_cm,Plant height (cm)
LN2023,Fm134,2,125,height_cm,Plant height (cm)
LN2023,Fm134,3,114,height_cm,Plant height (cm)
LN2023,Fm135,1,92,height_cm,Plant height (cm)
LN2023,Fm135,2,101,height_cm,Plant height (cm)
LN2023,Fm135,3,106,height_cm,Plant height (cm)
LN2023,Fm136,1,108,height_cm,Plant height (cm)
LN2023,Fm136,2,104,height_cm,Plant height (cm)
LN2023,Fm136,3,125,height_cm,Plant height (cm)
LN2023,Fm138,1,120,height_cm,Plant height (cm)
LN2023,Fm138,2,120,height_cm,Plant height (cm)
LN2023,Fm138,3,125,height_cm,Plant height (cm)
LN2023,Fm139,1,127,height_cm,Plant height (cm)
LN2023,Fm139,2,136,height_cm,Plant height (cm)
LN2023,Fm139,3,106,height_cm,Plant height (cm)
LN2023,Fm141,1,113,height_cm,Plant height (cm)
LN2023,Fm141,2,113,height_cm,Plant height (cm)
LN2023,Fm141,3,124,height_cm,Plant height (cm)
LN2023,Fm142,1,99,height_cm,Plant height (cm)
LN2023,Fm142,2,96,height_cm,Plant height (cm)
LN2023,Fm142,3,105,height_cm,Plant height (cm)
LN2023,Fm145,1,116,height_cm,Plant height (cm)
LN2023,Fm145,2,117,height_cm,Plant height (cm)
LN2023,Fm145,3,118,height_cm,Plant height (cm)
LN2023,Fm146,1,124,height_cm,Plant height (cm)
LN2023,Fm146,2,115,height_cm,Plant height (cm)
LN2023,Fm146,3,113,height_cm,Plant height (cm)
LN2023,Fm150,1,86,height_cm,Plant height (cm)
LN2023,Fm150,2,101,height_cm,Plant height (cm)
LN2023,Fm150,3,106,height_cm,Plant height (cm)
LN2023,Fm157,1,102,height_cm,Plant height (cm)
LN2023,Fm157,2,101,height_cm,Plant height (cm)
LN2023,Fm157,3,100,height_cm,Plant height (cm)
LN2023,Fm161,1,92,height_cm,Plant height (cm)
LN2023,Fm161,2,86,height_cm,Plant height (cm)
LN2023,Fm161,3,83,height_cm,Plant height (cm)
LN2023,Fm170,1,123,height_cm,Plant height (cm)
LN2023,Fm170,2,121,height_cm,Plant height (cm)
LN2023,Fm170,3,121,height_cm,Plant height (cm)
LN2023,Fm172,1,115,height_cm,Plant height (cm)
LN2023,Fm172,2,117,height_cm,Plant height (cm)
LN2023,Fm172,3,100,height_cm,Plant height (cm)
LN2023,Fm173,1,121,height_cm,Plant height (cm)
LN2023,Fm173,2,115,height_cm,Plant height (cm)
LN2023,Fm173,3,118,height_cm,Plant height (cm)
LN2023,Fm174,1,100,height_cm,Plant height (cm)
LN2023,Fm174,2,104,height_cm,Plant height (cm)
LN2023,Fm174,3,94,height_cm,Plant height (cm)
LN2023,Fm175,1,104,height_cm,Plant height (cm)
LN2023,Fm175,2,118,height_cm,Plant height (cm)
LN2023,Fm175,3,123,height_cm,Plant height (cm)
LN2023,Fm176,1,98,height_cm,Plant height (cm)
LN2023,Fm176,2,97,height_cm,Plant height (cm)
LN2023,Fm176,3,95,height_cm,Plant height (cm)
LN2023,Fm177,1,124,height_cm,Plant height (cm)
LN2023,Fm177,2,124,height_cm,Plant height (cm)
LN2023,Fm177,3,127,height_cm,Plant height (cm)
LN2023,Fm180,1,87,height_cm,Plant height (cm)
LN2023,Fm180,2,99,height_cm,Plant height (cm)
LN2023,Fm180,3,103,height_cm,Plant height (cm)
LN2023,Fm181,1,106,height_cm,Plant height (cm)
LN2023,Fm181,2,110,height_cm,Plant height (cm)
LN2023,Fm181,3,118,height_cm,Plant height (cm)
LN2023,Fm184,1,107,height_cm,Plant height (cm)
LN2023,Fm184,2,114,height_cm,Plant height (cm)
LN2023,Fm184,3,129,height_cm,Plant height (cm)
LN2023,Fm185,1,130,height_cm,Plant height (cm)
LN2023,Fm185,2,121,height_cm,Plant height (cm)
LN2023,Fm185,3,132,height_cm,Plant height (cm)
LN2023,Fm190,1,118,height_cm,Plant height (cm)
LN2023,Fm190,2,104,height_cm,Plant height (cm)
LN2023,Fm190,3,109,height_cm,Plant height (cm)
LN2023,Fm191,1,103,height_cm,Plant height (cm)
LN2023,Fm191,2,103,height_cm,Plant height (cm)
LN2023,Fm191,3,104,height_cm,Plant height (cm)
LN2023,Fm193,1,108,height_cm,Plant height (cm)
LN2023,Fm193,2,119,height_cm,Plant height (cm)
LN2023,Fm193,3,110,height_cm,Plant height (cm)
LN2023,Fm194,1,119,height_cm,Plant height (cm)
LN2023,Fm194,2,122,height_cm,Plant height (cm)
LN2023,Fm194,3,121,height_cm,Plant height (cm)
LN2023,Fm195,1,132,height_cm,Plant height (cm)
LN2023,Fm195,2,119,height_cm,Plant height (cm)
LN2023,Fm195,3,150,height_cm,Plant height (cm)
LN2023,Fm203,1,119,height_cm,Plant height (cm)
LN2023,Fm203,2,119,height_cm,Plant height (cm)
LN2023,Fm203,3,103,height_cm,Plant height (cm)
LN2023,Fm205,1,128,height_cm,Plant height (cm)
LN2023,Fm205,2,115,height_cm,Plant height (cm)
LN2023,Fm205,3,115,height_cm,Plant height (cm)
LN2023,Fm206,1,101,height_cm,Plant height (cm)
LN2023,Fm206,2,107,height_cm,Plant height (cm)
LN2023,Fm206,3,107,height_cm,Plant height (cm)
LN2023,Fm207,1,120,height_cm,Plant height (cm)
LN2023,Fm207,2,128,height_cm,Plant height (cm)
LN2023,Fm207,3,115,height_cm,Plant height (cm)
LN2023,Fm208,1,115,height_cm,Plant height (cm)
LN2023,Fm208,2,114,height_cm,Plant height (cm)
LN2023,Fm208,3,102,height_cm,Plant height (cm)
LN2023,Fm214,1,117,height_cm,Plant height (cm)
LN2023,Fm214,2,130,height_cm,Plant height (cm)
LN2023,Fm214,3,122,height_cm,Plant height (cm)
LN2023,Fm215,1,133,height_cm,Plant height (cm)
LN2023,Fm215,2,134,height_cm,Plant height (cm)
LN2023,Fm215,3,145,height_cm,Plant height (cm)
LN2023,Fm216,1,103,height_cm,Plant height (cm)
LN2023,Fm216,2,98,height_cm,Plant height (cm)
LN2023,Fm216,3,105,height_cm,Plant height (cm)
LN2023,Fm219,1,122,height_cm,Plant height (cm)
LN2023,Fm219,2,125,height_cm,Plant height (cm)
LN2023,Fm219,3,124,height_cm,Plant height (cm)
LN2023,Fm220,1,95,height_cm,Plant height (cm)
LN2023,Fm220,2,115,height_cm,Plant height (cm)
LN2023,Fm220,3,109,height_cm,Plant height (cm)
LN2023,Fm221,1,124,height_cm,Plant height (cm)
LN2023,Fm221,2,137,height_cm,Plant height (cm)
LN2023,Fm221,3,132,height_cm,Plant height (cm)
LN2023,Fm225,1,110,height_cm,Plant height (cm)
LN2023,Fm225,2,113,height_cm,Plant height (cm)
LN2023,Fm225,3,114,height_cm,Plant height (cm)
LN2023,Fm227,1,127,height_cm,Plant height (cm)
LN2023,Fm227,2,143,height_cm,Plant height (cm)
LN2023,Fm227,3,132,height_cm,Plant height (cm)
LN2023,Fm228,1,115,height_cm,Plant height (cm)
LN2023,Fm228,2,99,height_cm,Plant height (cm)
LN2023,Fm228,3,105,height_cm,Plant height (cm)
LN2023,Fm232,1,125,height_cm,Plant height (cm)
LN2023,Fm232,2,106,height_cm,Plant height (cm)
LN2023,Fm232,3,119,height_cm,Plant height (cm)
LN2023,Fm233,1,114,height_cm,Plant height (cm)
LN2023,Fm233,2,115,height_cm,Plant height (cm)
LN2023,Fm233,3,100,height_cm,Plant height (cm)
LN2023,Fm234,1,102,height_cm,Plant height (cm)
LN2023,Fm234,2,102,height_cm,Plant height (cm)
LN2023,Fm234,3,117,height_cm,Plant height (cm)
LN2023,Fm235,1,130,height_cm,Plant height (cm)
LN2023,Fm235,2,134,height_cm,Plant height (cm)
LN2023,Fm235,3,140,height_cm,Plant height (cm)
LN2023,Fm236,1,121,height_cm,Plant height (cm)
LN2023,Fm236,2,126,height_cm,Plant height (cm)
LN2023,Fm236,3,112,height_cm,Plant height (cm)
LN2023,Fm238,1,145,height_cm,Plant height (cm)
LN2023,Fm238,2,140,height_cm,Plant height (cm)
LN2023,Fm238,3,135,height_cm,Plant height (cm)
LN2023,Fm245,1,105,height_cm,Plant height (cm)
LN2023,Fm245,2,117,height_cm,Plant height (cm)
LN2023,Fm245,3,125,height_cm,Plant height (cm)
LN2023,Fm246,1,108,height_cm,Plant height (cm)
LN2023,Fm246,2,112,height_cm,Plant height (cm)
LN2023,Fm246,3,109,height_cm,Plant height (cm)
LN2023,Fm249,1,117,height_cm,Plant height (cm)
LN2023,Fm249,2,116,height_cm,Plant height (cm)
LN2023,Fm249,3,130,height_cm,Plant height (cm)
LN2023,Fm250,1,126,height_cm,Plant height (cm)
LN2023,Fm250,2,136,height_cm,Plant height (cm)
LN2023,Fm250,3,142,height_cm,Plant height (cm)
LN2023,Fm251,1,106,height_cm,Plant height (cm)
LN2023,Fm251,2,118,height_cm,Plant height (cm)
LN2023,Fm251,3,102,height_cm,Plant height (cm)
LN2023,Fm255,1,124,height_cm,Plant height (cm)
LN2023,Fm255,2,124,height_cm,Plant height (cm)
LN2023,Fm255,3,116,height_cm,Plant height (cm)
LN2023,Fm28,1,124,height_cm,Plant height (cm)
LN2023,Fm28,2,118,height_cm,Plant height (cm)
LN2023,Fm28,3,110,height_cm,Plant height (cm)
LN2023,Fm3,1,116,height_cm,Plant height (cm)
LN2023,Fm3,2,120,height_cm,Plant height (cm)
LN2023,Fm3,3,121,height_cm,Plant height (cm)
LN2023,Fm30,1,120,height_cm,Plant height (cm)
LN2023,Fm30,2,123,height_cm,Plant height (cm)
LN2023,Fm30,3,97,height_cm,Plant height (cm)
LN2023,Fm31,1,113,height_cm,Plant height (cm)
LN2023,Fm31,2,115,height_cm,Plant height (cm)
LN2023,Fm31,3,107,height_cm,Plant height (cm)
LN2023,Fm321,1,124,height_cm,Plant height (cm)
LN2023,Fm321,2,115,height_cm,Plant height (cm)
LN2023,Fm321,3,123,height_cm,Plant height (cm)
LN2023,Fm322,1,94,height_cm,Plant height (cm)
LN2023,Fm322,2,103,height_cm,Plant height (cm)
LN2023,Fm322,3,113,height_cm,Plant height (cm)
LN2023,Fm324,1,144,height_cm,Plant height (cm)
LN2023,Fm324,2,134,height_cm,Plant height (cm)
LN2023,Fm324,3,146,height_cm,Plant height (cm)
LN2023,Fm325,1,126,height_cm,Plant height (cm)
LN2023,Fm325,2,132,height_cm,Plant height (cm)
LN2023,Fm325,3,133,height_cm,Plant height (cm)
LN2023,Fm328,1,131,height_cm,Plant height (cm)
LN2023,Fm328,2,127,height_cm,Plant height (cm)
LN2023,Fm328,3,135,height_cm,Plant height (cm)
LN2023,Fm332,1,110,height_cm,Plant height (cm)
LN2023,Fm332,2,102,height_cm,Plant height (cm)
LN2023,Fm332,3,119,height_cm,Plant height (cm)
LN2023,Fm334,1,114,height_cm,Plant height (cm)
LN2023,Fm334,2,121,height_cm,Plant height (cm)
LN2023,Fm334,3,125,height_cm,Plant height (cm)
LN2023,Fm336,1,120,height_cm,Plant height (cm)
LN2023,Fm336,2,132,height_cm,Plant height (cm)
LN2023,Fm336,3,128,height_cm,Plant height (cm)
LN2023,Fm337,1,109,height_cm,Plant height (cm)
LN2023,Fm337,2,119,height_cm,Plant height (cm)
LN2023,Fm337,3,109,height_cm,Plant height (cm)
LN2023,Fm341,1,119,height_cm,Plant height (cm)
LN2023,Fm341,2,121,height_cm,Plant height (cm)
LN2023,Fm341,3,113,height_cm,Plant height (cm)
LN2023,Fm343,1,146,height_cm,Plant height (cm)
LN2023,Fm343,2,138,height_cm,Plant height (cm)
LN2023,Fm343,3,136,height_cm,Plant height (cm)
LN2023,Fm344,1,108,height_cm,Plant height (cm)
LN2023,Fm344,2,113,height_cm,Plant height (cm)
LN2023,Fm344,3,110,height_cm,Plant height (cm)
LN2023,Fm345,1,121,height_cm,Plant height (cm)
LN2023,Fm345,2,128,height_cm,Plant height (cm)
LN2023,Fm345,3,130,height_cm,Plant height (cm)
LN2023,Fm346,1,99,height_cm,Plant height (cm)
LN2023,Fm346,2,98,height_cm,Plant height (cm)
LN2023,Fm346,3,85,height_cm,Plant height (cm)
LN2023,Fm347,1,136,height_cm,Plant height (cm)
LN2023,Fm347,2,135,height_cm,Plant height (cm)
LN2023,Fm347,3,135,height_cm,Plant height (cm)
LN2023,Fm349,1,125,height_cm,Plant height (cm)
LN2023,Fm349,2,126,height_cm,Plant height (cm)
LN2023,Fm349,3,111,height_cm,Plant height (cm)
LN2023,Fm351,1,132,height_cm,Plant height (cm)
LN2023,Fm351,2,138,height_cm,Plant height (cm)
LN2023,Fm351,3,127,height_cm,Plant height (cm)
LN2023,Fm352,1,144,height_cm,Plant height (cm)
LN2023,Fm352,2,140,height_cm,Plant height (cm)
LN2023,Fm352,3,150,height_cm,Plant height (cm)
LN2023,Fm354,1,132,height_cm,Plant height (cm)
LN2023,Fm354,2,126,height_cm,Plant height (cm)
LN2023,Fm354,3,123,height_cm,Plant height (cm)
LN2023,Fm355,1,120,height_cm,Plant height (cm)
LN2023,Fm355,2,117,height_cm,Plant height (cm)
LN2023,Fm355,3,135,height_cm,Plant height (cm)
LN2023,Fm356,1,125,height_cm,Plant height (cm)
LN2023,Fm356,2,118,height_cm,Plant height (cm)
LN2023,Fm356,3,122,height_cm,Plant height (cm)
LN2023,Fm357,1,134,height_cm,Plant height (cm)
LN2023,Fm357,2,127,height_cm,Plant height (cm)
LN2023,Fm357,3,116,height_cm,Plant height (cm)
LN2023,Fm358,1,133,height_cm,Plant height (cm)
LN2023,Fm358,2,124,height_cm,Plant height (cm)
LN2023,Fm358,3,126,height_cm,Plant height (cm)
LN2023,Fm359,1,132,height_cm,Plant height (cm)
LN2023,Fm359,2,124,height_cm,Plant height (cm)
LN2023,Fm359,3,150,height_cm,Plant height (cm)
LN2023,Fm36,1,135,height_cm,Plant height (cm)
LN2023,Fm36,2,139,height_cm,Plant height (cm)
LN2023,Fm36,3,137,height_cm,Plant height (cm)
LN2023,Fm361,1,132,height_cm,Plant height (cm)
LN2023,Fm361,2,142,height_cm,Plant height (cm)
LN2023,Fm361,3,130,height_cm,Plant height (cm)
LN2023,Fm362,1,122,height_cm,Plant height (cm)
LN2023,Fm362,2,130,height_cm,Plant height (cm)
LN2023,Fm362,3,150,height_cm,Plant height (cm)
LN2023,Fm363,1,126,height_cm,Plant height (cm)
LN2023,Fm363,2,134,height_cm,Plant height (cm)
LN2023,Fm363,3,128,height_cm,Plant height (cm)
LN2023,Fm364,1,102,height_cm,Plant height (cm)
LN2023,Fm364,2,116,height_cm,Plant height (cm)
LN2023,Fm364,3,123,height_cm,Plant height (cm)
LN2023,Fm365,1,126,height_cm,Plant height (cm)
LN2023,Fm365,2,137,height_cm,Plant height (cm)
LN2023,Fm365,3,137,height_cm,Plant height (cm)
LN2023,Fm366,1,130,height_cm,Plant height (cm)
LN2023,Fm366,2,124,height_cm,Plant height (cm)
LN2023,Fm366,3,123,height_cm,Plant height (cm)
LN2023,Fm368,1,143,height_cm,Plant height (cm)
LN2023,Fm368,2,137,height_cm,Plant height (cm)
LN2023,Fm368,3,134,height_cm,Plant height (cm)
LN2023,Fm369,1,109,height_cm,Plant height (cm)
LN2023,Fm369,2,110,height_cm,Plant height (cm)
LN2023,Fm369,3,120,height_cm,Plant height (cm)
LN2023,Fm370,1,127,height_cm,Plant height (cm)
LN2023,Fm370,2,137,height_cm,Plant height (cm)
LN2023,Fm370,3,127,height_cm,Plant height (cm)
LN2023,Fm372,1,138,height_cm,Plant height (cm)
LN2023,Fm372,2,132,height_cm,Plant height (cm)
LN2023,Fm372,3,135,height_cm,Plant height (cm)
LN2023,Fm375,1,126,height_cm,Plant height (cm)
LN2023,Fm375,2,133,height_cm,Plant height (cm)
LN2023,Fm375,3,131,height_cm,Plant height (cm)
LN2023,Fm376,1,125,height_cm,Plant height (cm)
LN2023,Fm376,2,140,height_cm,Plant height (cm)
LN2023,Fm376,3,132,height_cm,Plant height (cm)
LN2023,Fm377,1,143,height_cm,Plant height (cm)
LN2023,Fm377,2,142,height_cm,Plant height (cm)
LN2023,Fm377,3,130,height_cm,Plant height (cm)
LN2023,Fm378,1,146,height_cm,Plant height (cm)
LN2023,Fm378,2,138,height_cm,Plant height (cm)
LN2023,Fm378,3,152,height_cm,Plant height (cm)
LN2023,Fm379,1,117,height_cm,Plant height (cm)
LN2023,Fm379,2,133,height_cm,Plant height (cm)
LN2023,Fm379,3,135,height_cm,Plant height (cm)
LN2023,Fm380,1,128,height_cm,Plant height (cm)
LN2023,Fm380,2,132,height_cm,Plant height (cm)
LN2023,Fm380,3,127,height_cm,Plant height (cm)
LN2023,Fm381,1,146,height_cm,Plant height (cm)
LN2023,Fm381,2,140,height_cm,Plant height (cm)
LN2023,Fm381,3,144,height_cm,Plant height (cm)
LN2023,Fm382,1,126,height_cm,Plant height (cm)
LN2023,Fm382,2,133,height_cm,Plant height (cm)
LN2023,Fm382,3,137,height_cm,Plant height (cm)
LN2023,Fm383,1,144,height_cm,Plant height (cm)
LN2023,Fm383,2,148,height_cm,Plant height (cm)
LN2023,Fm383,3,142,height_cm,Plant height (cm)
LN2023,Fm384,1,105,height_cm,Plant height (cm)
LN2023,Fm384,2,110,height_cm,Plant height (cm)
LN2023,Fm384,3,99,height_cm,Plant height (cm)
LN2023,Fm387,1,120,height_cm,Plant height (cm)
LN2023,Fm387,2,116,height_cm,Plant height (cm)
LN2023,Fm387,3,129,height_cm,Plant height (cm)
LN2023,Fm388,1,138,height_cm,Plant height (cm)
LN2023,Fm388,2,142,height_cm,Plant height (cm)
LN2023,Fm388,3,138,height_cm,Plant height (cm)
LN2023,Fm389,1,112,height_cm,Plant height (cm)
LN2023,Fm389,2,98,height_cm,Plant height (cm)
LN2023,Fm389,3,105,height_cm,Plant height (cm)
LN2023,Fm39,1,107,height_cm,Plant height (cm)
LN2023,Fm39,2,100,height_cm,Plant height (cm)
LN2023,Fm39,3,103,height_cm,Plant height (cm)
LN2023,Fm390,1,125,height_cm,Plant height (cm)
LN2023,Fm390,2,106,height_cm,Plant height (cm)
LN2023,Fm390,3,113,height_cm,Plant height (cm)
LN2023,Fm391,1,144,height_cm,Plant height (cm)
LN2023,Fm391,2,130,height_cm,Plant height (cm)
LN2023,Fm391,3,146,height_cm,Plant height (cm)
LN2023,Fm392,1,110,height_cm,Plant height (cm)
LN2023,Fm392,2,121,height_cm,Plant height (cm)
LN2023,Fm392,3,116,height_cm,Plant height (cm)
LN2023,Fm394,1,120,height_cm,Plant height (cm)
LN2023,Fm394,2,125,height_cm,Plant height (cm)
LN2023,Fm394,3,137,height_cm,Plant height (cm)
LN2023,Fm395,1,142,height_cm,Plant height (cm)
LN2023,Fm395,2,125,height_cm,Plant height (cm)
LN2023,Fm395,3,126,height_cm,Plant height (cm)
LN2023,Fm396,1,127,height_cm,Plant height (cm)
LN2023,Fm396,2,130,height_cm,Plant height (cm)
LN2023,Fm396,3,121,height_cm,Plant height (cm)
LN2023,Fm398,1,134,height_cm,Plant height (cm)
LN2023,Fm398,2,137,height_cm,Plant height (cm)
LN2023,Fm398,3,141,height_cm,Plant height (cm)
LN2023,Fm400,1,140,height_cm,Plant height (cm)
LN2023,Fm400,2,135,height_cm,Plant height (cm)
LN2023,Fm400,3,125,height_cm,Plant height (cm)
LN2023,Fm401,1,102,height_cm,Plant height (cm)
LN2023,Fm401,2,113,height_cm,Plant height (cm)
LN2023,Fm401,3,122,height_cm,Plant height (cm)
LN2023,Fm402,1,132,height_cm,Plant height (cm)
LN2023,Fm402,2,143,height_cm,Plant height (cm)
LN2023,Fm402,3,140,height_cm,Plant height (cm)
LN2023,Fm403,1,112,height_cm,Plant height (cm)
LN2023,Fm403,2,126,height_cm,Plant height (cm)
LN2023,Fm403,3,122,height_cm,Plant height (cm)
LN2023,Fm404,1,127,height_cm,Plant height (cm)
LN2023,Fm404,2,142,height_cm,Plant height (cm)
LN2023,Fm404,3,139,height_cm,Plant height (cm)
LN2023,Fm405,1,140,height_cm,Plant height (cm)
LN2023,Fm405,2,146,height_cm,Plant height (cm)
LN2023,Fm405,3,143,height_cm,Plant height (cm)
LN2023,Fm406,1,120,height_cm,Plant height (cm)
LN2023,Fm406,2,116,height_cm,Plant height (cm)
LN2023,Fm406,3,111,height_cm,Plant height (cm)
LN2023,Fm407,1,104,height_cm,Plant height (cm)
LN2023,Fm407,2,125,height_cm,Plant height (cm)
LN2023,Fm407,3,125,height_cm,Plant height (cm)
LN2023,Fm409,1,112,height_cm,Plant height (cm)
