gene_id,gene_symbol,product,scaffold,gene_start,gene_end,association_count,unique_lead_snps,datasets,traits,models,minimum_p,maf05_associations,lead_snps_inside_gene,minimum_distance_to_lead_bp,evidence_score
LOC101785485,LOC101785485,WPP domain-associated protein,SCAFFOLD_3,49669629,49673659,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,115423,3
LOC101785895,LOC101785895,"GDP-L-galactose phosphorylase 1, transcript variant X2",SCAFFOLD_3,49674258,49678948,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,120052,3
LOC101760975,LOC101760975,60S ribosomal protein L17,SCAFFOLD_5,9982347,9985031,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,3361,3
LOC101761379,LOC101761379,LOB domain-containing protein 4,SCAFFOLD_5,10000134,10002436,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,11742,3
LOC101771638,LOC101771638,"phospholipase D alpha 1-like, transcript variant X1",SCAFFOLD_5,10212813,10216776,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,32608,3
LOC101783947,LOC101783947,formin-like protein 16,SCAFFOLD_5,10218948,10219367,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,30017,3
LOC101772567,LOC101772567,peroxidase 25,SCAFFOLD_5,10221936,10223726,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,25658,3
TRNAP-AGG-6,TRNAP-AGG,"",SCAFFOLD_5,10223818,10223889,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,25495,3
LOC101772974,LOC101772974,embryo-specific protein ATS3A,SCAFFOLD_5,10224376,10225489,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,23895,3
LOC101773384,LOC101773384,"DCC family protein At1g52590, chloroplastic, transcript variant X2",SCAFFOLD_5,10226299,10229826,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,19558,3
LOC101775291,LOC101775291,uncharacterized protein At2g34160,SCAFFOLD_5,10230271,10232295,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,17089,3
LOC101776223,LOC101776223,uncharacterized LOC101776223,SCAFFOLD_5,10237669,10239988,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,9396,3
LOC101776624,LOC101776624,"uncharacterized LOC101776624, transcript variant X2",SCAFFOLD_5,10241176,10247938,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,1446,3
LOC101777315,LOC101777315,probable cellulose synthase A catalytic subunit 1 [UDP-forming],SCAFFOLD_5,10250434,10257370,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,1050,3
LOC101777732,LOC101777732,ABC transporter C family member 3,SCAFFOLD_5,10271779,10277894,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,22395,3
LOC101778144,LOC101778144,transcription factor HY5,SCAFFOLD_5,10278137,10279943,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,28753,3
LOC101779088,LOC101779088,MAPK kinase substrate protein At1g80180,SCAFFOLD_5,10281216,10284559,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,31832,3
LOC101779615,LOC101779615,NADH-cytochrome b5 reductase-like protein,SCAFFOLD_5,10285793,10290392,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,36409,3
LOC101755562,LOC101755562,"uncharacterized LOC101755562, transcript variant X7",SCAFFOLD_5,11782896,11788702,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,164328,3
LOC101756506,LOC101756506,mitochondrial-processing peptidase subunit alpha,SCAFFOLD_5,11806565,11812224,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,140806,3
LOC105914383,LOC105914383,uncharacterized LOC105914383,SCAFFOLD_5,11817109,11818359,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,134671,3
LOC101756917,LOC101756917,"ATP-dependent 6-phosphofructokinase 6, transcript variant X1",SCAFFOLD_5,11824231,11827826,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,125204,3
LOC101757314,LOC101757314,serine/threonine-protein kinase Aurora-2,SCAFFOLD_5,11828008,11831623,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,121407,3
LOC101757717,LOC101757717,transcription factor RAX2,SCAFFOLD_5,11847658,11849272,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,103758,3
LOC101763957,LOC101763957,zinc finger CCCH domain-containing protein 2-like,SCAFFOLD_5,11862183,11864083,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,88947,3
LOC101758129,LOC101758129,transcription factor MYBS3,SCAFFOLD_5,11877555,11879290,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,73740,3
LOC101758542,LOC101758542,MAR-binding filament-like protein 1-1,SCAFFOLD_5,11891503,11896260,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,56770,3
LOC101758948,LOC101758948,pollen-specific protein SF21,SCAFFOLD_5,11896599,11899615,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,53415,3
LOC101759620,LOC101759620,1-aminocyclopropane-1-carboxylate synthase 7,SCAFFOLD_5,11928211,11930134,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,22896,3
LOC101764368,LOC101764368,dof zinc finger protein DOF1.7,SCAFFOLD_5,11966143,11967236,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,13113,3
LOC101764771,LOC101764771,fibrous sheath CABYR-binding protein,SCAFFOLD_5,11968692,11970118,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,15662,3
LOC101760311,LOC101760311,F-box/LRR-repeat protein At4g29420,SCAFFOLD_5,11970656,11973078,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,17626,3
LOC101760714,LOC101760714,uncharacterized RNA methyltransferase BH0687,SCAFFOLD_5,11983546,11992903,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,30516,3
LOC101761243,LOC101761243,protein ALWAYS EARLY 2,SCAFFOLD_5,11993237,12001863,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,40207,3
LOC101761634,LOC101761634,uncharacterized LOC101761634,SCAFFOLD_5,12002062,12006010,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,49032,3
LOC101762047,LOC101762047,protein IQ-DOMAIN 1,SCAFFOLD_5,12020434,12023383,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,67404,3
LOC101765992,LOC101765992,EPIDERMAL PATTERNING FACTOR-like protein 3,SCAFFOLD_5,12028940,12030027,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,75910,3
LOC101762464,LOC101762464,BTB/POZ domain and ankyrin repeat-containing protein NPR1,SCAFFOLD_5,12030615,12034836,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,77585,3
LOC101767477,LOC101767477,"protein HEADING DATE 3B, transcript variant X2",SCAFFOLD_5,26353440,26359691,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,18413,3
LOC101773549,LOC101773549,uncharacterized LOC101773549,SCAFFOLD_5,26363331,26364542,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,28304,3
LOC101768686,LOC101768686,"",SCAFFOLD_5,26367583,26369140,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,32556,3
LOC101769091,LOC101769091,uncharacterized protein At5g01610,SCAFFOLD_5,26369615,26376636,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,34588,3
LOC101769501,LOC101769501,uncharacterized LOC101769501,SCAFFOLD_5,26383500,26384444,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,48473,3
LOC101769905,LOC101769905,UPF0587 protein C1orf123 homolog,SCAFFOLD_5,26387669,26391588,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,52642,3
LOC101770313,LOC101770313,vesicle transport v-SNARE 13,SCAFFOLD_5,26394832,26398288,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,59805,3
LOC101770977,LOC101770977,IAA-amino acid hydrolase ILR1-like 1,SCAFFOLD_5,26401548,26405325,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,66521,3
LOC111257338,LOC111257338,zinc finger protein GIS3-like,SCAFFOLD_5,26407375,26407983,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,72348,3
LOC101775169,LOC101775169,cysteine-rich receptor-like protein kinase 25,SCAFFOLD_5,26409327,26415787,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,74300,3
LOC101771373,LOC101771373,casein kinase I,SCAFFOLD_5,26418385,26422966,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,83358,3
LOC101768583,LOC101768583,"nuclear nucleic acid-binding protein C1D, transcript variant X2",SCAFFOLD_6,12066098,12069730,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,29556,3
LOC101764403,LOC101764403,defensin Tk-AMP-D2,SCAFFOLD_7,25230726,25231451,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,0,12225,3
LOC101755421,LOC101755421,E3 ubiquitin-protein ligase RHA2A,SCAFFOLD_4,19838434,19838904,1,1,2024_N120,number_of_tillers,MLM,3.41489993702308e-08,0,0,79506,3
LOC101766197,LOC101766197,"protein REVERSION-TO-ETHYLENE SENSITIVITY1, transcript variant X1",SCAFFOLD_3,11993993,11997219,1,1,2024_N120,number_of_tillers,BLINK,3.44282954680653e-08,0,0,2962,3
LOC101755030,LOC101755030,"transcription initiation factor TFIID subunit 1, transcript variant X1",SCAFFOLD_5,34322898,34328497,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,16190,3
LOC105914506,LOC105914506,"zinc finger BED domain-containing protein RICESLEEPER 1, transcript variant X1",SCAFFOLD_5,34329095,34333606,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,11081,3
LOC111257263,LOC111257263,"",SCAFFOLD_5,34334322,34339841,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,4846,3
LOC101772734,LOC101772734,L10-interacting MYB domain-containing protein,SCAFFOLD_5,34343668,34344199,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,488,3
LOC101773145,LOC101773145,mitogen-activated protein kinase kinase kinase 18,SCAFFOLD_5,34353136,34357788,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,8449,3
LOC101773550,LOC101773550,mitogen-activated protein kinase kinase kinase 18,SCAFFOLD_5,34364057,34365574,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,19370,3
LOC101773963,LOC101773963,mitogen-activated protein kinase kinase kinase 18,SCAFFOLD_5,34377277,34379029,1,1,2024_N40,number_of_tillers,MLM,3.5516227160217e-08,0,0,32590,3
LOC101785967,LOC101785967,probable mannan synthase 6,SCAFFOLD_1,37889975,37894240,1,1,2024_N120,protein_pct,FarmCPU,3.72220889642852e-08,0,0,445,3
LOC101752913,LOC101752913,uncharacterized LOC101752913,SCAFFOLD_7,12730699,12738680,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,69632,3
LOC111257940,LOC111257940,uncharacterized LOC111257940,SCAFFOLD_7,12795348,12796243,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,12069,3
LOC101754002,LOC101754002,"uncharacterized LOC101754002, transcript variant X7",SCAFFOLD_7,12815152,12823059,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,6840,3
LOC101754652,LOC101754652,"proteoglycan 4, transcript variant X1",SCAFFOLD_7,12823539,12826125,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,15227,3
LOC101755336,LOC101755336,"",SCAFFOLD_7,12853525,12858079,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,45213,3
LOC101755742,LOC101755742,general transcription factor 3C polypeptide 5,SCAFFOLD_7,12865052,12876871,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,56740,3
TRNAH-GUG-8,TRNAH-GUG,"",SCAFFOLD_7,12877659,12877730,1,1,2024_N120,number_of_tillers,MLM,3.74406753253041e-08,0,0,69347,3
LOC111257888,LOC111257888,uncharacterized LOC111257888,SCAFFOLD_1,15948162,15949463,1,1,2024_N40,number_of_tillers,MLM,4.00216028180729e-08,0,0,15325,3
LOC101754635,LOC101754635,O-methyltransferase ZRP4,SCAFFOLD_6,7896861,7898378,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,142829,3
LOC101754244,LOC101754244,"uncharacterized LOC101754244, transcript variant X4",SCAFFOLD_6,7917835,7920746,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,120461,3
LOC101753849,LOC101753849,molybdate-anion transporter,SCAFFOLD_6,7922609,7926909,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,114298,3
LOC101760607,LOC101760607,uncharacterized LOC101760607,SCAFFOLD_6,7927278,7932666,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,108541,3
LOC101753434,LOC101753434,uncharacterized LOC101753434,SCAFFOLD_6,7933014,7933790,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,107417,3
LOC111257552,LOC111257552,uncharacterized LOC111257552,SCAFFOLD_6,7934844,7935479,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,105728,3
LOC101752896,LOC101752896,"beta-carotene isomerase D27, chloroplastic",SCAFFOLD_6,7946846,7948610,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,92597,3
LOC111257742,LOC111257742,3'-N-debenzoyl-2'-deoxytaxol N-benzoyltransferase-like,SCAFFOLD_6,7962669,7964443,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,76764,3
LOC101752485,LOC101752485,NAC domain-containing protein 35,SCAFFOLD_6,7981859,7984857,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,56350,3
LOC101758976,LOC101758976,uncharacterized LOC101758976,SCAFFOLD_6,8000110,8001697,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,39510,3
LOC101759375,LOC101759375,cytochrome P450 88A1,SCAFFOLD_6,8003182,8007288,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,33919,3
LOC105914519,LOC105914519,"",SCAFFOLD_6,8015146,8019533,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,21674,3
LOC101763033,LOC101763033,uncharacterized LOC101763033,SCAFFOLD_6,8019680,8021987,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,19220,3
LOC101760049,LOC101760049,"E3 ubiquitin-protein ligase CHIP, transcript variant X2",SCAFFOLD_6,8022938,8027673,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,13534,3
LOC101760451,LOC101760451,squamous cell carcinoma antigen recognized by T-cells 3,SCAFFOLD_6,8028572,8036397,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,4810,3
LOC101761142,LOC101761142,fructokinase-2,SCAFFOLD_6,8036939,8039933,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,1274,3
LOC101761528,LOC101761528,peroxidase 47,SCAFFOLD_6,8051872,8053311,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,10665,3
LOC101761930,LOC101761930,GDSL esterase/lipase At1g71691,SCAFFOLD_6,8062881,8070160,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,21674,3
LOC101763844,LOC101763844,SPX and EXS domain-containing protein 3-like,SCAFFOLD_6,8071104,8074598,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,29897,3
LOC101762348,LOC101762348,agmatine coumaroyltransferase-2,SCAFFOLD_6,8074369,8076036,1,1,2024_N120,number_of_tillers,MLM,4.11459421045932e-08,0,0,33162,3
LOC101763479,LOC101763479,receptor protein kinase-like protein ZAR1,SCAFFOLD_8,16065145,16080841,1,1,2024_N120,number_of_tillers,MLM,4.34591794648809e-08,0,0,3600,3
TRNAG-GCC-4,TRNAG-GCC,"",SCAFFOLD_1,26526973,26527043,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,8320,3
LOC101757999,LOC101757999,NDR1/HIN1-like protein 1,SCAFFOLD_1,26536110,26537206,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,17457,3
LOC101778188,LOC101778188,"glucose-6-phosphate 1-dehydrogenase 2, chloroplastic",SCAFFOLD_7,8314270,8320598,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,19606,3
LOC101767936,LOC101767936,"pheophytinase, chloroplastic",SCAFFOLD_7,31445174,31449258,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,32231,3
LOC105914789,LOC105914789,uncharacterized LOC105914789,SCAFFOLD_7,31449395,31450860,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,30629,3
LOC101768338,LOC101768338,uncharacterized vacuolar membrane protein YML018C,SCAFFOLD_7,31450968,31454221,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,27268,3
LOC101760490,LOC101760490,ubiquitin carboxyl-terminal hydrolase 22,SCAFFOLD_7,31458521,31461994,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,19495,3
LOC111258028,LOC111258028,"",SCAFFOLD_7,31475872,31476527,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,4962,3
LOC101769024,LOC101769024,glycerol kinase,SCAFFOLD_7,31477259,31481034,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,455,3
LOC105914790,LOC105914790,uncharacterized LOC105914790,SCAFFOLD_7,31483224,31486041,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,1735,3
LOC101769423,LOC101769423,putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g24130,SCAFFOLD_7,31489670,31491364,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,8181,3
LOC105914791,LOC105914791,polygalacturonase inhibitor 1-like,SCAFFOLD_7,31492038,31494580,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,10549,3
LOC101769826,LOC101769826,"BRCA1-associated protein, transcript variant X2",SCAFFOLD_7,31496077,31501143,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,14588,3
LOC101770369,LOC101770369,uncharacterized LOC101770369,SCAFFOLD_7,31502732,31503828,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,21243,3
LOC101770783,LOC101770783,crossover junction endonuclease EME1,SCAFFOLD_7,31506918,31512244,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,0,25429,3
LOC101752573,LOC101752573,novel plant SNARE 13,SCAFFOLD_9,45497800,45502207,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,19689,3
LOC101769221,LOC101769221,"pentatricopeptide repeat-containing protein At1g28690, mitochondrial",SCAFFOLD_9,45502169,45504014,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,17882,3
LOC101770030,LOC101770030,protein STRICTOSIDINE SYNTHASE-LIKE 10,SCAFFOLD_9,45514969,45515997,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,5899,3
LOC101752987,LOC101752987,cytochrome P450 89A2,SCAFFOLD_9,45519519,45521183,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,713,3
LOC101753387,LOC101753387,peroxidase 2,SCAFFOLD_9,45526551,45527870,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,4655,3
LOC101753799,LOC101753799,peroxidase 2,SCAFFOLD_9,45542226,45543766,1,1,2024_N40,number_of_tillers,MLM,5.28009531570994e-08,0,0,20330,3
LOC101762927,LOC101762927,dynamin-related protein 3A,SCAFFOLD_7,17261301,17272546,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,164033,3
LOC101763334,LOC101763334,protein FLOWERING LOCUS T,SCAFFOLD_7,17286296,17289073,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,189028,3
LOC101756967,LOC101756967,"uncharacterized LOC101756967, transcript variant X2",SCAFFOLD_7,17310479,17314952,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,213211,3
LOC101757625,LOC101757625,60S ribosomal protein L37a-1,SCAFFOLD_7,17315430,17317488,1,1,2023,dtf,BLINK,5.73947763578339e-08,0,0,218162,3
LOC101756143,LOC101756143,"achilleol B synthase, transcript variant X4",SCAFFOLD_7,12986800,13015190,1,1,2024_N120,number_of_tillers,MLM,5.80502984063689e-08,0,0,1899,3
LOC111257923,LOC111257923,"",SCAFFOLD_7,12999803,13003125,1,1,2024_N120,number_of_tillers,MLM,5.80502984063689e-08,0,0,14902,3
LOC101757110,LOC101757110,"kinesin-like protein KIN-14F, transcript variant X5",SCAFFOLD_7,13016940,13027101,1,1,2024_N120,number_of_tillers,MLM,5.80502984063689e-08,0,0,32039,3
LOC101766036,LOC101766036,FBD-associated F-box protein At5g56370,SCAFFOLD_7,12037896,12039626,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,103725,3
LOC101766445,LOC101766445,putative F-box/FBD/LRR-repeat protein At1g78760,SCAFFOLD_7,12043769,12045824,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,97527,3
LOC105914748,LOC105914748,loricrin-like,SCAFFOLD_7,12061825,12063248,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,80103,3
LOC101783835,LOC101783835,F-box/LRR-repeat protein 13,SCAFFOLD_7,12078727,12080861,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,62490,3
LOC101767671,LOC101767671,probable FBD-associated F-box protein At1g32375,SCAFFOLD_7,12086575,12088474,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,54877,3
LOC101783573,LOC101783573,"",SCAFFOLD_7,12106271,12113511,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,29840,3
LOC101768475,LOC101768475,L10-interacting MYB domain-containing protein,SCAFFOLD_7,12115757,12117149,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,26202,3
LOC111257938,LOC111257938,putative nuclease HARBI1,SCAFFOLD_7,12117099,12118725,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,24626,3
LOC101768874,LOC101768874,binding partner of ACD11 1,SCAFFOLD_7,12120039,12120872,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,22479,3
LOC101782887,LOC101782887,"ABC transporter C family member 4, transcript variant X1",SCAFFOLD_7,12124840,12133623,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,9728,3
LOC111257806,LOC111257806,"",SCAFFOLD_7,12137824,12139302,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,4049,3
LOC111257817,LOC111257817,"",SCAFFOLD_7,12141806,12142023,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,1328,3
LOC101769695,LOC101769695,ABC transporter C family member 4,SCAFFOLD_7,12166972,12174818,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,23621,3
LOC101780865,LOC101780865,"uncharacterized LOC101780865, transcript variant X5",SCAFFOLD_7,12190288,12209961,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,46937,3
LOC101770100,LOC101770100,uncharacterized LOC101770100,SCAFFOLD_7,12258654,12259061,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,115303,3
LOC101770906,LOC101770906,ABC transporter C family member 4,SCAFFOLD_7,12291066,12299371,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,147715,3
LOC111257939,LOC111257939,22 kDa alpha-zein 8-like,SCAFFOLD_7,12310623,12311322,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,167272,3
LOC101784513,LOC101784513,"GDT1-like protein 2, chloroplastic, transcript variant X1",SCAFFOLD_7,12322947,12327909,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,179596,3
LOC111257900,LOC111257900,uncharacterized LOC111257900,SCAFFOLD_7,12353191,12353754,1,1,2024_N120,number_of_tillers,MLM,5.85946666647581e-08,0,0,209840,3
