t2t_gene_id,symbol,description,lift_t2t_chr,t2t_gene_start,t2t_gene_end,association_count,unique_lead_snps,datasets,traits,models,minimum_p,maf05_associations,lead_snps_inside_gene,minimum_distance_to_lead_bp,evidence_score
Seita.5G204500,BHLH87,XP_004969001.1 transcription factor bHLH87 [Setaria italica],Chr5,28956997,28959416,1,1,2024_N40,number_of_tillers,MLM,3.15512968869186e-08,0,1,0,5
Seita.3G164100,CGLD27,XP_004961366.1 uncharacterized protein LOC101765778 [Setaria italica],Chr3,11987067,11989337,1,1,2024_N120,number_of_tillers,BLINK,3.44282954680653e-08,0,1,0,5
Seita.7G020600,RDR3,XP_004975067.1 probable RNA-dependent RNA polymerase 3 isoform X3 [Setaria italica],Chr7,3787519,3819512,1,1,2023,pedicel_length_cm,MLM,4.79401412104381e-08,0,1,0,5
Seita.3G369700,RBP45,XP_034584260.1 polyadenylate-binding protein RBP45B-like [Setaria viridis],Chr3,49464245,49465963,10,10,2023,panicle_length_cm,BLINK,3.90473028399145e-15,10,0,50768,4
Seita.3G514900,--,TKW29310.1 hypothetical protein SEVIR_3G387250v2 [Setaria viridis],Chr3,49470216,49472833,10,10,2023,panicle_length_cm,BLINK,3.90473028399145e-15,10,0,43898,4
Seita.3G369800,At4g33300,XP_012700242.1 putative disease resistance protein At5g47280 [Setaria italica],Chr3,49478446,49483346,10,10,2023,panicle_length_cm,BLINK,3.90473028399145e-15,10,0,33385,4
Seita.3G369900,SAPK9,XP_004963024.1 serine/threonine-protein kinase SAPK9 [Setaria italica],Chr3,49482590,49485775,10,10,2023,panicle_length_cm,BLINK,3.90473028399145e-15,10,0,30956,4
Seita.3G370000,EFM,XP_004963026.1 transcription factor HHO3 [Setaria italica],Chr3,49499136,49501927,10,10,2023,panicle_length_cm,BLINK,3.90473028399145e-15,10,0,14804,4
Seita.3G370100,Msto1,XP_004963027.1 protein misato homolog 1 [Setaria italica],Chr3,49502424,49507209,10,10,2023,panicle_length_cm,BLINK,3.90473028399145e-15,10,0,9522,4
Seita.3G370400,CTU2,XP_004963030.2 cytoplasmic tRNA 2-thiolation protein 2 [Setaria italica],Chr3,49531912,49535327,10,10,2023,panicle_length_cm,BLINK,3.90473028399145e-15,10,0,1262,4
Seita.3G515200,--,XP_021306833.1 uncharacterized protein LOC110431723 [Sorghum bicolor],Chr3,49545095,49546500,10,10,2023,panicle_length_cm,BLINK,3.90473028399145e-15,10,0,1796,4
Seita.3G370700,KIN12F,RCV19270.1 hypothetical protein SETIT_3G370700v2 [Setaria italica],Chr3,49551948,49565472,10,10,2023,panicle_length_cm,BLINK,3.90473028399145e-15,10,0,1670,4
Seita.3G369100,--,RCV19248.1 hypothetical protein SETIT_3G369100v2 [Setaria italica],Chr3,49309201,49310750,9,9,2023,panicle_length_cm,BLINK,3.90473028399145e-15,9,0,205981,4
Seita.3G369200,AZF2,XP_004963019.1 zinc finger protein 1 [Setaria italica],Chr3,49312029,49313858,9,9,2023,panicle_length_cm,BLINK,3.90473028399145e-15,9,0,202873,4
Seita.3G369300,NAT3,XP_004963020.1 nucleobase-ascorbate transporter 3 [Setaria italica],Chr3,49320295,49326402,9,9,2023,panicle_length_cm,BLINK,3.90473028399145e-15,9,0,190329,4
Seita.3G369400,--,RCV19251.1 hypothetical protein SETIT_3G369400v2 [Setaria italica],Chr3,49326579,49327687,9,9,2023,panicle_length_cm,BLINK,3.90473028399145e-15,9,0,189044,4
Seita.3G514600,--,-,Chr3,49340229,49341162,9,9,2023,panicle_length_cm,BLINK,3.90473028399145e-15,9,0,175569,4
Seita.3G514700,--,-,Chr3,49361064,49361450,9,9,2023,panicle_length_cm,BLINK,3.90473028399145e-15,9,0,155281,4
Seita.3G369500,--,RCV19252.1 LOW QUALITY PROTEIN: hypothetical protein SETIT_3G369500v2 [Setaria italica],Chr3,49390552,49391813,9,9,2023,panicle_length_cm,BLINK,3.90473028399145e-15,9,0,124918,4
Seita.3G369600,--,RCV19253.1 hypothetical protein SETIT_3G369600v2 [Setaria italica],Chr3,49403509,49404643,9,9,2023,panicle_length_cm,BLINK,3.90473028399145e-15,9,0,112088,4
Seita.3G514800,--,XP_022680498.1 uncharacterized protein LOC111256590 [Setaria italica],Chr3,49428368,49430402,9,9,2023,panicle_length_cm,BLINK,3.90473028399145e-15,9,0,86329,4
Seita.3G369000,NPY2,XP_004963018.1 BTB/POZ domain-containing protein NPY4 [Setaria italica],Chr3,49299190,49303864,8,8,2023,panicle_length_cm,BLINK,3.90473028399145e-15,8,0,214254,4
Seita.3G370800,PME38,RCV19271.1 hypothetical protein SETIT_3G370800v2 [Setaria italica],Chr3,49571775,49573312,8,8,2023,panicle_length_cm,BLINK,3.90473028399145e-15,8,0,21497,4
Seita.3G370900,--,RCV19272.1 hypothetical protein SETIT_3G370900v2 [Setaria italica],Chr3,49573703,49574890,8,8,2023,panicle_length_cm,BLINK,3.90473028399145e-15,8,0,23425,4
Seita.3G368900,ALG11,"XP_004963016.1 GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase [Setaria italica]",Chr3,49293195,49297232,7,7,2023,panicle_length_cm,BLINK,3.90473028399145e-15,7,0,220886,4
Seita.3G368700,HYP1,XP_034587647.1 CSC1-like protein HYP1 isoform X1 [Setaria viridis],Chr3,49281434,49287376,6,6,2023,panicle_length_cm,BLINK,3.90473028399145e-15,6,0,230742,4
Seita.3G368800,ERN1,XP_034583920.1 uncharacterized protein LOC117846907 [Setaria viridis],Chr3,49291452,49292973,6,6,2023,panicle_length_cm,BLINK,3.90473028399145e-15,6,0,225145,4
Seita.3G368500,CYP81E9,RCV19240.1 hypothetical protein SETIT_3G368500v2 [Setaria italica],Chr3,49273255,49274704,3,3,2023,panicle_length_cm,BLINK,9.96406801989656e-11,3,0,243414,4
Seita.3G514500,--,-,Chr3,49273308,49274416,3,3,2023,panicle_length_cm,BLINK,9.96406801989656e-11,3,0,243702,4
Seita.3G368600,CYP81Q32,XP_004963013.1 isoflavone 3'-hydroxylase [Setaria italica],Chr3,49275060,49277426,3,3,2023,panicle_length_cm,BLINK,9.96406801989656e-11,3,0,240692,4
Seita.4G143300,--,XP_012700606.1 uncharacterized protein LOC101758782 [Setaria italica],Chr4,17311538,17315084,3,2,2024_N40,number_of_tillers,FarmCPU;MLM,7.0051429959395e-53,0,0,4196,4
Seita.8G187900,WRKY45-2,XP_004980734.1 probable WRKY transcription factor 63 [Setaria italica],Chr8,36533791,36535639,3,2,2024_N120,number_of_tillers,BLINK;MLM,9.05515169402991e-21,0,0,4532,4
Seita.8G188000,AC100,RCV39008.1 hypothetical protein SETIT_8G188000v2 [Setaria italica],Chr8,36538305,36539480,3,2,2024_N120,number_of_tillers,BLINK;MLM,9.05515169402991e-21,0,0,9046,4
Seita.8G322800,--,-,Chr8,36542740,36546284,3,2,2024_N120,number_of_tillers,BLINK;MLM,9.05515169402991e-21,0,0,13481,4
Seita.8G188100,At3g47110,RCV39009.1 hypothetical protein SETIT_8G188100v2 [Setaria italica],Chr8,36546625,36550047,3,2,2024_N120,number_of_tillers,BLINK;MLM,9.05515169402991e-21,0,0,17366,4
Seita.8G322900,--,TKW01711.1 hypothetical protein SEVIR_8G196766v2 [Setaria viridis],Chr8,36556646,36556927,3,2,2024_N120,number_of_tillers,BLINK;MLM,9.05515169402991e-21,0,0,27387,4
Seita.8G188200,--,RCV39010.1 hypothetical protein SETIT_8G188200v2 [Setaria italica],Chr8,36565327,36567857,3,2,2024_N120,number_of_tillers,BLINK;MLM,9.05515169402991e-21,0,0,36068,4
Seita.8G341700,--,-,Chr8,42241225,42242148,2,2,2024_N40,dtf,FarmCPU,5.67829021135139e-15,2,0,4783,4
Seita.8G341800,UGT85A24,XP_004979996.1 7-deoxyloganetin glucosyltransferase [Setaria italica],Chr8,42248827,42250874,2,2,2024_N40,dtf,FarmCPU,5.67829021135139e-15,2,0,1896,4
Seita.8G238100,--,RCV39612.1 hypothetical protein SETIT_8G238100v2 [Setaria italica],Chr8,42252241,42253671,2,2,2024_N40,dtf,FarmCPU,5.67829021135139e-15,2,0,5310,4
Seita.8G333300,--,-,Chr8,39965104,39966340,2,2,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,1,0,13817,4
Seita.8G214900,--,RCV39331.1 hypothetical protein SETIT_8G214900v2 [Setaria italica],Chr8,39974068,39974433,2,2,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,1,0,5724,4
Seita.8G215000,ndhJ,RCV39332.1 hypothetical protein SETIT_8G215000v2 [Setaria italica],Chr8,39974942,39975725,2,2,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,1,0,4432,4
Seita.8G215100,PTS1,XP_004979856.1 dirigent protein 1 [Setaria italica],Chr8,39976215,39977104,2,2,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,1,0,3053,4
Seita.8G215200,NDX,XP_004979857.1 nodulin homeobox isoform X1 [Setaria italica],Chr8,39982965,39990609,2,2,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,1,0,2808,4
Seita.8G215300,SCC3,RCV39335.1 hypothetical protein SETIT_8G215300v2 [Setaria italica],Chr8,39991475,39999519,2,2,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,1,0,11318,4
Seita.8G215400,NHX2,XP_004979862.1 sodium/hydrogen exchanger 2 [Setaria italica],Chr8,40000671,40005184,2,2,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,1,0,20514,4
Seita.8G215500,KIN14O,XP_004979863.1 kinesin-like protein KIN-14O [Setaria italica],Chr8,40007995,40013663,2,2,2023,pedicel_length_cm,FarmCPU,1.88832244808864e-14,1,0,27838,4
Seita.8G264800,--,-,Chr8,6588181,6588655,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,161656,4
Seita.8G264900,--,XP_004978895.2 uncharacterized protein LOC101765631 [Setaria italica],Chr8,6589900,6592602,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,157709,4
Seita.8G062300,GATA5,RCV37433.1 hypothetical protein SETIT_8G062300v2 [Setaria italica],Chr8,6597421,6599307,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,151004,4
Seita.8G062400,Wdr44,TKV99754.1 hypothetical protein SEVIR_8G064400v2 [Setaria viridis],Chr8,6600037,6603724,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,146587,4
Seita.8G062500,MAO1B,XP_004978896.1 1-aminocyclopropane-1-carboxylate oxidase [Setaria italica],Chr8,6605689,6607651,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,142660,4
Seita.8G265000,--,KAG2560776.1 hypothetical protein PVAP13_8KG085400 [Panicum virgatum],Chr8,6620412,6621752,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,128559,4
Seita.8G265100,--,-,Chr8,6624005,6625838,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,124473,4
Seita.8G062600,--,RCV37436.1 hypothetical protein SETIT_8G062600v2 [Setaria italica],Chr8,6626901,6630010,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,120301,4
Seita.8G062700,--,RCV37437.1 hypothetical protein SETIT_8G062700v2 [Setaria italica],Chr8,6630728,6631952,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,118359,4
Seita.8G062800,SFC1,RCV37438.1 hypothetical protein SETIT_8G062800v2 [Setaria italica],Chr8,6639989,6640954,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,109357,4
Seita.8G265200,--,-,Chr8,6648570,6651640,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,98671,4
Seita.8G062900,--,RCV37439.1 hypothetical protein SETIT_8G062900v2 [Setaria italica],Chr8,6668567,6677021,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,73290,4
Seita.8G265300,--,-,Chr8,6683103,6684842,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,65469,4
Seita.8G063000,Os11g0191400,"XP_004978898.1 probable NAD kinase 2, chloroplastic [Setaria italica]",Chr8,6689039,6694865,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,55446,4
Seita.8G063100,WAK2,XP_022685085.1 wall-associated receptor kinase 2 [Setaria italica],Chr8,6705728,6717980,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,32331,4
Seita.8G063200,WAK4,XP_014661104.2 wall-associated receptor kinase 2 [Setaria italica],Chr8,6727755,6729910,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,20401,4
Seita.8G265400,--,XP_014661104.2 wall-associated receptor kinase 2 [Setaria italica],Chr8,6731587,6734581,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,15730,4
Seita.8G063300,WAK2,RCV37443.1 hypothetical protein SETIT_8G063300v2 [Setaria italica],Chr8,6760628,6764883,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,7887,4
Seita.8G063500,NRPB10,RCV37445.1 hypothetical protein SETIT_8G063500v2 [Setaria italica],Chr8,6775423,6779250,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,22682,4
Seita.8G063600,STU,XP_004978901.1 probable receptor-like serine/threonine-protein kinase At5g57670 [Setaria italica],Chr8,6780011,6784459,2,2,2023,dtf,FarmCPU,1.66315558985363e-13,2,0,27270,4
Seita.9G624500,--,XP_034598475.1 uncharacterized protein LOC117859340 [Setaria viridis],Chr9,22280616,22283194,2,2,2024_N40,dtf,FarmCPU,9.73514186968262e-13,2,0,3085,4
Seita.3G284500,CIPK22,XP_004962436.1 CBL-interacting protein kinase 22 [Setaria italica],Chr3,27293229,27294759,2,2,2023,pedicel_length_cm,FarmCPU,3.09072587452664e-11,2,0,29882,4
Seita.3G475000,--,-,Chr3,27317012,27317370,2,2,2023,pedicel_length_cm,FarmCPU,3.09072587452664e-11,2,0,7271,4
Seita.3G475100,--,XP_021307372.1 uncharacterized protein LOC8066251 [Sorghum bicolor],Chr3,27320949,27322114,2,2,2023,pedicel_length_cm,FarmCPU,3.09072587452664e-11,2,0,2527,4
Seita.3G284600,--,RCV18246.1 hypothetical protein SETIT_3G284600v2 [Setaria italica],Chr3,27321921,27323519,2,2,2023,pedicel_length_cm,FarmCPU,3.09072587452664e-11,2,0,1122,4
Seita.6G111700,--,XP_004973205.1 uncharacterized protein LOC101768714 [Setaria italica],Chr6,19129975,19135488,2,2,2023,dtf,FarmCPU,6.74497524262364e-11,2,0,1636,4
Seita.7G011100,--,RCV32539.1 LOW QUALITY PROTEIN: hypothetical protein SETIT_7G011100v2 [Setaria italica],Chr7,1819228,1819686,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,223122,4
Seita.7G011300,--,RCV32542.1 hypothetical protein SETIT_7G011300v2 [Setaria italica],Chr7,1858560,1859148,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,183660,4
Seita.7G011400,--,RCV32543.1 hypothetical protein SETIT_7G011400v2 [Setaria italica],Chr7,1864261,1872483,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,170325,4
Seita.7G114100,--,TKW10006.1 hypothetical protein SEVIR_6G139700v2 [Setaria viridis],Chr7,1872597,1874986,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,167822,4
Seita.7G011500,--,XP_004975002.1 uncharacterized RNA-binding protein C17H9.04c [Setaria italica],Chr7,1883804,1889878,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,152930,4
Seita.7G011600,PIK6-NP,RCV32547.1 hypothetical protein SETIT_7G011600v2 [Setaria italica],Chr7,1903796,1906699,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,136109,4
Seita.7G011700,RGA4,RCV32548.1 hypothetical protein SETIT_7G011700v2 [Setaria italica],Chr7,1928751,1939687,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,103121,4
Seita.7G011800,APS2,XP_004975003.1 ATP sulfurylase 2 [Setaria italica],Chr7,1951934,1956577,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,86231,4
Seita.7G011900,E2FB,XP_034606084.1 transcription factor E2FC-like [Setaria viridis],Chr7,1967100,1974300,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,68508,4
Seita.7G115700,--,-,Chr7,1969191,1970983,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,71825,4
Seita.7G012100,--,RCV32553.1 hypothetical protein SETIT_7G012100v2 [Setaria italica],Chr7,2020680,2023111,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,19697,4
Seita.7G012200,--,RCV32554.1 hypothetical protein SETIT_7G012200v2 [Setaria italica],Chr7,2049326,2056634,1,1,2024_N40,days_to_harvest,FarmCPU,1.06755750542175e-31,1,0,6518,4
Seita.3G165000,RABG3B,XP_004961378.1 ras-related protein Rab7 [Setaria italica],Chr3,12082030,12084499,2,1,2024_N120,number_of_tillers,BLINK;MLM,8.35266514350729e-20,0,0,2137,4
Seita.6G203700,SAP11,XP_004973853.1 zinc finger A20 and AN1 domain-containing stress-associated protein 11 [Setaria italica],Chr6,34162561,34168639,1,1,2024_N40,number_of_tillers,FarmCPU,5.34971481471964e-19,1,0,1078,4
Seita.6G165100,--,"XP_022683553.1 LOW QUALITY PROTEIN: keratin, type I cytoskeletal 9-like [Setaria italica]",Chr6,30552224,30552910,1,1,2024_N120,protein_pct,FarmCPU,5.57699435056582e-18,1,0,648,4
Seita.1G141700,XAT2,XP_004952340.1 uncharacterized protein LOC101783666 isoform X2 [Setaria italica],Chr1,15171143,15174713,1,1,2024_N120,protein_pct,BLINK,6.84701833682614e-16,1,0,101872,4
Seita.8G237200,--,RCV39602.1 hypothetical protein SETIT_8G237200v2 [Setaria italica],Chr8,42152373,42154637,1,1,2024_N40,dtf,FarmCPU,5.67829021135139e-15,1,0,92294,4
Seita.8G237800,EIX1,XP_022684821.1 receptor-like protein 12 [Setaria italica],Chr8,42216861,42220226,1,1,2024_N40,dtf,FarmCPU,5.67829021135139e-15,1,0,26705,4
Seita.8G341600,--,TKW09097.1 hypothetical protein SEVIR_6G070200v2 [Setaria viridis],Chr8,42225589,42239670,1,1,2024_N40,dtf,FarmCPU,5.67829021135139e-15,1,0,7261,4
Seita.2G298100,CEBIP,XP_004957557.1 chitin elicitor-binding protein [Setaria italica],Chr2,42634774,42637689,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,15104,4
Seita.2G298200,DTX45,"XP_012698947.2 protein DETOXIFICATION 45, chloroplastic [Setaria italica]",Chr2,42657984,42663184,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,5191,4
Seita.2G298300,FMO1,XP_004957558.1 probable flavin-containing monooxygenase 1 [Setaria italica],Chr2,42662770,42665643,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,9977,4
Seita.2G298400,FMO1,RCV12816.1 hypothetical protein SETIT_2G298400v2 [Setaria italica],Chr2,42666703,42669145,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,13910,4
Seita.2G298500,--,XP_004957561.1 uncharacterized protein LOC101776689 [Setaria italica],Chr2,42670013,42678809,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,17220,4
Seita.2G527900,AtMg00860,KAG8100819.1 hypothetical protein GUJ93_ZPchr0013g35600 [Zizania palustris],Chr2,42672486,42673593,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,19693,4
Seita.2G298600,--,RCV12818.1 hypothetical protein SETIT_2G298600v2 [Setaria italica],Chr2,42678372,42678699,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,25579,4
Seita.2G298700,NLP1,XP_004957562.1 protein NLP1 isoform X1 [Setaria italica],Chr2,42681848,42687872,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,29055,4
Seita.2G298800,SNRNP31,XP_004957566.1 U11/U12 small nuclear ribonucleoprotein 31 kDa protein [Setaria italica],Chr2,42686536,42691767,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,33743,4
Seita.2G298900,--,TKW34478.1 hypothetical protein SEVIR_2G309700v2 [Setaria viridis],Chr2,42691983,42694805,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,39190,4
Seita.2G528000,--,-,Chr2,42704342,42705695,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,51549,4
Seita.2G528100,--,-,Chr2,42705813,42706578,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,53020,4
Seita.2G299000,BRD1,XP_004957567.1 bromodomain-containing protein 4B [Setaria italica],Chr2,42706720,42713448,1,1,2024_N40,number_of_tillers,FarmCPU,2.21523370672165e-14,1,0,53927,4
Seita.8G062200,POLD1,XP_004978893.1 DNA polymerase delta catalytic subunit [Setaria italica],Chr8,6566124,6576674,1,1,2023,dtf,FarmCPU,1.66315558985363e-13,1,0,176067,4
Seita.8G284000,--,XP_039835129.1 uncharacterized protein LOC120696028 [Panicum virgatum],Chr8,15811297,15812196,2,1,2024_N120,protein_pct,BLINK;FarmCPU,5.64939952791707e-13,0,0,32891,4
Seita.2G016000,--,RCV09294.1 hypothetical protein SETIT_2G016000v2 [Setaria italica],Chr2,1652077,1655252,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,34610,4
Seita.2G016100,--,RCV09298.1 hypothetical protein SETIT_2G016100v2 [Setaria italica],Chr2,1655543,1658561,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,31301,4
Seita.2G160500,--,-,Chr2,1658218,1658653,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,31209,4
Seita.2G016200,--,XP_004955381.1 uncharacterized protein LOC101760347 isoform X1 [Setaria italica],Chr2,1659357,1662479,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,27383,4
Seita.2G016300,--,RCV09302.1 hypothetical protein SETIT_2G016300v2 [Setaria italica],Chr2,1664612,1666057,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,23805,4
Seita.2G160900,--,TKW27235.1 hypothetical protein SEVIR_3G244600v2 [Setaria viridis],Chr2,1670606,1671722,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,18140,4
Seita.2G165700,--,XP_034588246.1 traB domain-containing protein-like isoform X2 [Setaria viridis],Chr2,1672637,1676084,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,13778,4
Seita.2G016400,--,XP_012698975.1 probable LRR receptor-like serine/threonine-protein kinase At3g47570 [Setaria italica],Chr2,1674755,1676957,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,12905,4
Seita.2G016500,--,XP_022679863.1 uncharacterized protein LOC111256307 [Setaria italica],Chr2,1678580,1682131,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,7731,4
Seita.2G016600,ATL32,XP_004958896.1 E3 ubiquitin-protein ligase EL5-like [Setaria italica],Chr2,1687119,1687634,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,2228,4
Seita.2G166400,RE1,CAB3466363.1 unnamed protein product [Digitaria exilis],Chr2,1694237,1698577,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,4375,4
Seita.2G016800,PBL25,RCV09307.1 hypothetical protein SETIT_2G016800v2 [Setaria italica],Chr2,1709337,1713179,1,1,2024_N40,days_to_harvest,FarmCPU,8.42468256112904e-13,1,0,19475,4
Seita.9G624300,NET1C,XP_034573609.1 protein NETWORKED 1D-like [Setaria viridis],Chr9,22253797,22262908,1,1,2024_N40,dtf,FarmCPU,9.73514186968262e-13,1,0,6453,4
Seita.9G624400,--,CAB3499622.1 unnamed protein product [Digitaria exilis],Chr9,22263098,22263438,1,1,2024_N40,dtf,FarmCPU,9.73514186968262e-13,1,0,5923,4
Seita.9G266100,IQD19,XP_022678677.1 protein IQ-DOMAIN 14 [Setaria italica],Chr9,22264015,22266464,1,1,2024_N40,dtf,FarmCPU,9.73514186968262e-13,1,0,2897,4
Seita.8G311800,--,KAG2562805.1 hypothetical protein PVAP13_8KG285900 [Panicum virgatum],Chr8,32846402,32849762,1,1,2024_N120,days_to_harvest,FarmCPU,1.15854557082629e-12,1,0,134417,4
Seita.8G159400,--,RCV38644.1 hypothetical protein SETIT_8G159400v2 [Setaria italica],Chr8,32858055,32859279,1,1,2024_N120,days_to_harvest,FarmCPU,1.15854557082629e-12,1,0,124900,4
Seita.8G159500,--,XP_022685263.1 DNA-binding protein HEXBP [Setaria italica],Chr8,32866721,32868070,1,1,2024_N120,days_to_harvest,FarmCPU,1.15854557082629e-12,1,0,116109,4
Seita.8G311900,--,KAG2562805.1 hypothetical protein PVAP13_8KG285900 [Panicum virgatum],Chr8,32871538,32872593,1,1,2024_N120,days_to_harvest,FarmCPU,1.15854557082629e-12,1,0,111586,4
Seita.8G159600,--,RCV38646.1 hypothetical protein SETIT_8G159600v2 [Setaria italica],Chr8,32876286,32876693,1,1,2024_N120,days_to_harvest,FarmCPU,1.15854557082629e-12,1,0,107486,4
Seita.8G312000,--,TKW31230.1 hypothetical protein SEVIR_2G091600v2 [Setaria viridis],Chr8,32880915,32881485,1,1,2024_N120,days_to_harvest,FarmCPU,1.15854557082629e-12,1,0,102694,4
Seita.8G312100,--,XP_045086828.1 uncharacterized protein LOC109751841 isoform X1 [Aegilops tauschii subsp. strangulata] [Aegilops tauschii],Chr8,32886484,32887475,1,1,2024_N120,days_to_harvest,FarmCPU,1.15854557082629e-12,1,0,96704,4
